"","2.5 percentile","5 percentile","10 percentile","15 percentile","20 percentile","25 percentile","30 percentile","35 percentile","40 percentile","45 percentile","50 percentile","55 percentile","60 percentile","65 percentile","70 percentile","75 percentile","80 percentile","85 percentile","90 percentile","95 percentile","97.5 percentile","ConfirmedCases"
"2020-01-21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-01-22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-01-23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-01-24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-01-25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-01-26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-01-27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-01-28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-01-29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-01-30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-01-31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2020-02-01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2020-02-02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2020-02-03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"2020-02-04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"2020-02-05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"2020-02-06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
"2020-02-07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
"2020-02-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"2020-02-09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"2020-02-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0
"2020-02-11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,0
"2020-02-12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,0
"2020-02-13",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,0
"2020-02-14",0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,3,0
"2020-02-15",0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1.20000000000073,2,2,3,3,0
"2020-02-16",0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,3,3,4,0
"2020-02-17",0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,3,3,4,4,0
"2020-02-18",0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,3,3,3,4,5,0
"2020-02-19",0,0,0,0,1,1,1,1,1,2,2,2,2,2,3,3,3,4,4,5,6,0
"2020-02-20",0,0,0,1,1,1,1,2,2,2,2,2,3,3,3,4,4,4,5,6,7,0
"2020-02-21",0,0,1,1,1,2,2,2,2,3,3,3,3,4,4,4,5,5,6,7,8,0
"2020-02-22",0,1,1,1,2,2,2,3,3,3,4,4,4,5,5,5,6,6,7,8,9,0
"2020-02-23",1,1,2,2,2,3,3,3,4,4,4,5,5,5,6,6,7,8,8,10,11,0
"2020-02-24",1,2,2,3,3,4,4,5,5,5,6,6,6,7,7,8,8,9,10,12,13,0
"2020-02-25",2,2,3,4,4,5,5,6,6,7,7,7,8,9,9,10,10,11,13,14,16,0
"2020-02-26",2,3,4,5,6,6,7,7,8,8,9,9,10,11,11,12,13,14,15,17,20,0
"2020-02-27",3,4,6,6,7,8,9,9,10,11,11,12,12,13,14,15,16,17,19,21,24,0
"2020-02-28",5,6,7,8,9,10,11,12,12,13,14,15,15,16,17,18,19,21,23,26,29,1
"2020-02-29",6,7,9,11,12,13,14,15,16,17,17,18,19,20,22,23,24,26,28,32,36,0
"2020-03-01",8,10,12,14,15,16,17,18,19,20,22,23,24,25,27,28,30,32,35,39,43,1
"2020-03-02",11,13,15,17,19,20,22,23,24,26,27,28,30,31,33,35,37,40,43,48,53,10
"2020-03-03",13,16,19,22,24,26,27,29,31,32,34,35,37,39,41,43,46,49,53,59,66,12
"2020-03-04",17,21,25,27,30,32,34,36,38,40,42,44,46,48,51,54,57,61,66,74,80,23
"2020-03-05",23,26,31,34,38,40,43,45,48,50,53,55,58,60,63,67,71,76,82,92,102,43
"2020-03-06",28,33,39,43,47,50,54,57,60,63,66,68,72,75,79,83,88,94,102,112,123,18
"2020-03-07",36,42,49,55,59,64,67,71,74,78,82,86,90,94,98,103,109,116,125,140,153,41
"2020-03-08",45,52,61,68,74,79,83,88,93,97,101,106,111,116,122,128,136,144,156,174,192,33
"2020-03-09",58,66,77,85,92,99,105,111,116,122,128,133,140,146,153,161,171,182,195,219,239,50
"2020-03-10",70,81,95,107,116,123,131,137,144,151,158,165,173,181,189,199,210,224,242,271,296,106
"2020-03-11",88,103,121,134,144,154,163,172,181,189,197,206,215.4,225,236,248.25,262,280,304,338,370,108
"2020-03-12",114,131,153,168,181,193,204,215,225,236,247,258,269,282,296,310,327,349,378,422,464,202
"2020-03-13",139,161,190,209,226.8,241,255,268,280,294,307,322,335,351,369,387,409.200000000001,436,468,520,571.025,128
"2020-03-14",179,204,238,261,280,299,318,333,350,368,385,403,421,439,460,484,511,544,588,658,716,259
"2020-03-15",223,253,293,325,350.8,374,395,417,438,459,478,501,520,544,568,598,630,670,724,809,884,477
"2020-03-16",278,314,366,404,436.8,464,492,516,543,568,596,623,651,681,712,744,787,833,903,1001,1097.075,1086
"2020-03-17",343,395,456,503,544,583,616,649,679,708,740,772,806,844.35,884,927,980,1039,1123.1,1246.05,1359.025,1972
"2020-03-18",427,492,573,633,679,719,762,806,843,885,925,966,1006,1053,1104,1156,1215,1297,1404,1547,1685.1,3003
"2020-03-19",538.975,618,721,792,852,905,954,1006,1056,1110,1159,1209.45,1262,1317,1376,1444,1521,1618,1741,1957.05,2114.025,3325
"2020-03-20",657.925,763,884,970,1046,1118,1183.7,1244.65,1304,1364.55,1427,1497.45,1566,1642,1725.3,1820,1920,2038,2190,2441,2646,5048
"2020-03-21",847.95,957,1113,1219,1311,1400,1483,1558,1636,1708,1791,1869,1952,2044.35,2141.3,2243.25,2363,2511,2730,3038.05,3319.025,6088
