"","2.5 percentile","5 percentile","10 percentile","15 percentile","20 percentile","25 percentile","30 percentile","35 percentile","40 percentile","45 percentile","50 percentile","55 percentile","60 percentile","65 percentile","70 percentile","75 percentile","80 percentile","85 percentile","90 percentile","95 percentile","97.5 percentile","ConfirmedCases"
"2020-01-21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-01-22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-01-23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-01-24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-01-25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-01-26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-01-27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-01-28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-01-29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-01-30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-01-31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-02-01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-02-02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-02-03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2020-02-04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2020-02-05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2020-02-06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2020-02-07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"2020-02-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"2020-02-09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"2020-02-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"2020-02-11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
"2020-02-12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
"2020-02-13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
"2020-02-14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"2020-02-15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0
"2020-02-16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0
"2020-02-17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,0
"2020-02-18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,0
"2020-02-19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,0
"2020-02-20",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,0
"2020-02-21",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,3,0
"2020-02-22",0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,3,0
"2020-02-23",0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,3,3,0
"2020-02-24",0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,3,4,0
"2020-02-25",0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,3,3,4,0
"2020-02-26",0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,3,3,4,5,0
"2020-02-27",0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,3,3,4,4,5,0
"2020-02-28",0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,3,3,3,4,5,6,0
"2020-02-29",0,0,0,0,1,1,1,1,1,2,2,2,2,2,3,3,3,4,5,6,7,0
"2020-03-01",0,0,0,0,1,1,1,1,2,2,2,2,3,3,3,4,4,5,5,6,7.02499999999964,0
"2020-03-02",0,0,0,1,1,1,1,2,2,2,2,3,3,3,4,4,5,5,6,7,9,0
"2020-03-03",0,0,1,1,1,1,2,2,2,3,3,3,4,4,4,5,5,6,7,8,10,0
"2020-03-04",0,0,1,1,1,2,2,2,3,3,3,4,4,5,5,6,6,7,8,10,11,0
"2020-03-05",0,0,1,1,2,2,3,3,3,4,4,4,5,5,6,7,7,8,9,11,13,0
"2020-03-06",0,1,1,2,2,3,3,3,4,4,5,5,6,6,7,8,8,10,11,13,15,0
"2020-03-07",0,1,2,2,3,3,4,4,5,5,6,6,7,8,8,9,10,11,13,15,18,1
"2020-03-08",1,1,2,3,3,4,4,5,5,6,7,7,8,9,9,10,11,13,14,17,20,5
"2020-03-09",1,2,2,3,4,5,5,6,7,7,8,9,9,10,11,12,13,15,17,20,24,1
"2020-03-10",1,2,3,4,5,6,6,7,8,8,9,10,11,12,13,14,16,17,20,24,27,6
"2020-03-11",2,2,4,5,6,7,7,8,9,10,11,12,13,14,15,17,18,20,23,28,32,3
"2020-03-12",2,3,5,6,7,8,9,10,11,12,13,14,15,16,18,20,22,24,27,32,37,6
"2020-03-13",3,4,6,7,8,9,11,12,13,14,15,17,18,20,21,23,25,28,32,38,44,5
"2020-03-14",3,5,7,8,10,11,12,14,15,17,18,19,21,23,25,27,29,32,37,44,50,1
"2020-03-15",4,5,8,10,11,13,15,16,18,20,21,23,25,27,29,31,34,38,43,51,59,12
"2020-03-16",5,7,10,12,14,16,18,19,21,23,25,27,29,31,34,37,40,45,51,60,69,20
"2020-03-17",6,8,11,14,16,18,20,23,25,27,29,31,34,37,40,43,48,52,59,70,80,46
"2020-03-18",7,10,14,17,19,22,24,27,29,32,34,37,40,43,46,50,55,61,68,81.0499999999993,93.0249999999996,43
"2020-03-19",8,11,16,20,23,26,29,32,34,37,40,44,47,51,55,59,65,72,81,96,109,53
"2020-03-20",11,14,20,24,28,31,34,37,41,44,47,51,55,59,64,69,76,83,94,112,130,52
"2020-03-21",12,16,22,27,31,35,39,43,47,51,55,59,64,69,74,81,88,97,110,132,152,50
"2020-03-22",14,19,26,32,37,42,46,51,55,60,65,70,75,82,88,96,104,115,129,154,179,21
"2020-03-23",17,23,31,37,43,48,53,58,64,69,75,81,88,94,102,111,121,133,150,178,205,64
"2020-03-24",19,26,34,41,48,54,60,65,72,77,84,91,98,105,113,123,134,147,166,198,226,191
