"","2.5 percentile","5 percentile","10 percentile","15 percentile","20 percentile","25 percentile","30 percentile","35 percentile","40 percentile","45 percentile","50 percentile","55 percentile","60 percentile","65 percentile","70 percentile","75 percentile","80 percentile","85 percentile","90 percentile","95 percentile","97.5 percentile","ConfirmedCases"
"2020-01-21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-01-22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-01-23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-01-24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-01-25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-01-26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-01-27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-01-28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-01-29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-01-30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-01-31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-02-01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-02-02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-02-03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-02-04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2020-02-05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2020-02-06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2020-02-07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2020-02-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"2020-02-09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"2020-02-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"2020-02-11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
"2020-02-12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
"2020-02-13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"2020-02-14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"2020-02-15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0
"2020-02-16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,0
"2020-02-17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,0
"2020-02-18",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,0
"2020-02-19",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,3,0
"2020-02-20",0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,3,3,0
"2020-02-21",0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,3,4,0
"2020-02-22",0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,3,4,4,0
"2020-02-23",0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,3,3,3,4,5,0
"2020-02-24",0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,3,3,3,4,5,6,0
"2020-02-25",0,0,0,0,1,1,1,1,2,2,2,2,2,3,3,3,4,4,5,6,7,0
"2020-02-26",0,0,0,1,1,1,1,2,2,2,2,3,3,3,4,4,4,5,6,7,8,2
"2020-02-27",0,0,1,1,1,2,2,2,2,3,3,3,4,4,4,5,5,6,7,8,9,3
"2020-02-28",0,1,1,1,2,2,2,3,3,3,4,4,5,5,5,6,6,7,8,10,11,7
"2020-02-29",0,1,2,2,2,3,3,4,4,4,5,5,6,6,7,7,8,9,10,11.0499999999993,13,5
"2020-03-01",1,1,2,3,3,4,4,5,5,5,6,6,7,8,8,9,10,11,12,14,16,9
"2020-03-02",1,2,3,3,4,5,5,6,6,7,7,8,9,9,10,11,12,13,14,17,20,14
"2020-03-03",2,3,4,4,5,6,7,7,8,9,9,10,11,11,12,13,14,16,18,21,23,28
"2020-03-04",3,4,5,6,7,8,8,9,10,11,12,12,13,14,15,16,18,20,22,25,29,9
"2020-03-05",3.97500000000002,5,6,8,9,10,11,11,12,13,14,15,16,17,19,20,22,24,27,31,35,23
"2020-03-06",5,6,8,9,11,12,13,14,15,16,17,19,20,21,23,24,26,29,32,37,42,30
"2020-03-07",6,8,10,12,14,15,17,18,19,21,22,24,25,27,29,31,33,36,40,47,53,38
"2020-03-08",8,10,13,15,17,19,21,22,24,26,27,29,31,33,35,38,41,45,49,57,64,97
"2020-03-09",10,13,16,19,22,24,26,28,30,32,34,36,38,41,44,46,50,54,60,70,79,55
"2020-03-10",12,16,20,23,26,29,32,34,37,39,42,45,48,51,54,58,62,68,75,87,98,74
"2020-03-11",16,20,25,29,33,36,40,43,46,49,52,55,59,63,67,71,77,84,93,107,121,85
"2020-03-12",19,24,31,37,42,46,49,53,57,60,64,69,73,78,82,88,95,104,114,133,149,89
"2020-03-13",25,31,40,46,51,57,61,66,71,76,80,85,91,96,102,109,118,128,142,164,186,56
"2020-03-14",31,39,49,57,64,70,76,82,88,93,99,105,112,118,126,135,146,158.15,175,201,228.025,107
"2020-03-15",39,49,62,71,79,87,94,102,109,116,124,131,139,147,157,168,182,196,216,250,280,95
"2020-03-16",50,61,77,88,98,107,116,125,133,142,151,160,170,182,193,206,222,242,267.1,309,348,101
"2020-03-17",59,73,93,108,120,131,142,153.65,163,175,186,197,210,223,237,253,272,296,329,383,428.025,187
"2020-03-18",75,93,116,133,150,164,178,191,204,218,232,246,261,278,297,316,341,369,407,469,525,146
"2020-03-19",89,108,136,157,175,191,208,223,239,255,270,287,305,322,345,367,393,425,470,539,608,215
"2020-03-20",97,118,146,170,189,207,223.7,241,258,275,291,310,327,349,372,396,425,461,510,591,657.025,147
"2020-03-21",95,119,150,173,192,210,227,244,262,279,297,315,333,354,377,403,434,471,519,601,673,187
"2020-03-22",94,116,145,167,185,204,220,236,252,269,286,304,323,344,367,392,421,455,506,585.049999999999,652,219
"2020-03-23",88,111,138,159,178,195,211,228,243,259,275,292,311,330,351,374,402.200000000001,436,482,556,620.025,119
"2020-03-24",85.975,105,133,153.85,171,187,202.7,218,233,248,263,280,298,316,337,360,386,420,461,534,598,395
