"","2.5 percentile","5 percentile","10 percentile","15 percentile","20 percentile","25 percentile","30 percentile","35 percentile","40 percentile","45 percentile","50 percentile","55 percentile","60 percentile","65 percentile","70 percentile","75 percentile","80 percentile","85 percentile","90 percentile","95 percentile","97.5 percentile","ConfirmedCases"
"2020-01-21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-01-22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-01-23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-01-24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-01-25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-01-26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-01-27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-01-28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-01-29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-01-30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-01-31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-02-01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-02-02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-02-03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-02-04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-02-05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-02-06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-02-07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-02-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-02-09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-02-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-02-11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-02-12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-02-13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-02-14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-02-15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2020-02-16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2020-02-17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2020-02-18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"2020-02-19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"2020-02-20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"2020-02-21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
"2020-02-22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
"2020-02-23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"2020-02-24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0
"2020-02-25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,0
"2020-02-26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,0
"2020-02-27",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,0
"2020-02-28",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,3,0
"2020-02-29",0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,3,0
"2020-03-01",0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,3,3,0
"2020-03-02",0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,3,3,4,0
"2020-03-03",0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,3,3,4,5,0
"2020-03-04",0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,3,3,3,4,5,5,2
"2020-03-05",0,0,0,1,1,1,1,1,2,2,2,2,2,3,3,3,4,4,5,5,6,2
"2020-03-06",0,0,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,5,5,6,7,2
"2020-03-07",0,0,1,1,2,2,2,2,3,3,3,3,4,4,4,5,5,6,7,8,9,3
"2020-03-08",0,1,1,2,2,2,3,3,3,4,4,4,5,5,5,6,6,7,8,9,11,4
"2020-03-09",1,1,2,2,3,3,4,4,4,5,5,5,6,6,7,7,8,9,10,11,12,4
"2020-03-10",1,2,3,3,4,4,5,5,6,6,6,7,7,8,8,9,10,10,12,13,15,7
"2020-03-11",2,3,4,4,5,5,6,7,7,8,8,9,9,10,10,11,12,13,14,16,18,16
"2020-03-12",3,4,5,6,6,7,8,8,9,9,10,11,11,12,13,14,15,16,18,20,22,5
"2020-03-13",4,5,6,7,8,9,10,10,11,12,13,13,14,15,16,17,18,20,22,24,27,15
"2020-03-14",5,6,8,9,11,12,12,13,14,15,16,17,18,19,20,21,22,24,26,30,33,12
"2020-03-15",7,9,11,12,13,15,16,17,18,19,20,21,22,23,25,26,28,30,33,37,42,17
"2020-03-16",9,11,14,15,17,19,20,21,22,24,25,26,28,29,31,33,35,37,41,46,51,45
"2020-03-17",12,14,17,20,22,23,25,27,28,30,31,33,35,36,39,41,43,47,51,57,62,31
"2020-03-18",16,18,22,25,27,30,32,33,35,37,39,41,43,46,48,51,54,58,62,70,78,53
"2020-03-19",20,24,28,32,34,37,39,42,44,47,49,52,54,57,60,63,67,72,78,88,97,85
"2020-03-20",26,30,36,40,44,47,50,53,56,59,61,64,67,71,74,79,83,90,98,109,120,95
"2020-03-21",32,38,45,51,55,59,63,66,70,73,77,81,85,89,94,99,105,112,122,138,152,138
"2020-03-22",41,48,56,63,68,73,78,83,87,92,96,101,106,111,117,124,131,139,152,170,186,161
"2020-03-23",53,61,71,80,87,93,99,104,110,115,121,127,133,139,146,153,162,173,188,211,234,213
"2020-03-24",65,76,90,100,109,117,124,131,137,144,151,159,166,174,183,193,204,218,236,266,294,391
