"","2.5 percentile","5 percentile","10 percentile","15 percentile","20 percentile","25 percentile","30 percentile","35 percentile","40 percentile","45 percentile","50 percentile","55 percentile","60 percentile","65 percentile","70 percentile","75 percentile","80 percentile","85 percentile","90 percentile","95 percentile","97.5 percentile","ConfirmedCases"
"2020-01-21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-01-22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-01-23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-01-24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-01-25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-01-26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-01-27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-01-28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-01-29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-01-30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-01-31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-02-01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-02-02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-02-03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-02-04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-02-05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-02-06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-02-07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-02-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-02-09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-02-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-02-11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-02-12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-02-13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-02-14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-02-15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2020-02-16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"2020-02-17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"2020-02-18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
"2020-02-19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
"2020-02-20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"2020-02-21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0
"2020-02-22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,0
"2020-02-23",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,0
"2020-02-24",0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,3,0
"2020-02-25",0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,3,4,0
"2020-02-26",0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,3,3,4,4,0
"2020-02-27",0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,3,3,3,4,5,5,0
"2020-02-28",0,0,0,1,1,1,1,2,2,2,2,2,3,3,3,4,4,4,5,6,7,1
"2020-02-29",0,0,1,1,2,2,2,2,3,3,3,3,4,4,4,5,5,6,6,7,9,0
"2020-03-01",1,1,2,2,2,3,3,3,4,4,4,5,5,5,6,6,7,8,8,10,11,1
"2020-03-02",1,2,3,3,4,4,4,5,5,6,6,7,7,7,8,9,9,10,11,13,14,10
"2020-03-03",2,3,4,5,5,6,6,7,7,8,8,9,10,10,11,11,12,13,15,17,19,12
"2020-03-04",4,5,6,7,8,8,9,10,10,11,12,12,13,14,15,16,17,18,20,23,25,23
"2020-03-05",6,7,9,10,11,12,13,14,15,15,16,17,18,19,20,21,22,24,26,30,33,43
"2020-03-06",9,10,13,14,16,17,18,19,20,21,22,23,25,26,27,29,31,33,36,40,45,18
"2020-03-07",13,15,18,20,22,23,25,26,28,29,31,32,34,35,37,39,41,44,48,54,59,41
"2020-03-08",18,21,25,28,31,33,35,36,38,40,42,44,46,48,51,54,57,60,65,73,81,33
"2020-03-09",27,30,35,39,43,45,48,51,53,56,58,61,63,66,69,73,77,82,88,98,107.024999999998,50
"2020-03-10",37,43,50,55,59,63,67,70,73,77,80,84,88,92,96,101,106,112,121,135,149,106
"2020-03-11",52,60,69,76,82,88,93,97,102,106,111,116,121,126,131,138,145,153,165,183,200,108
"2020-03-12",72,83,96,106,113.8,120,127,133,139,146,152,158,165,171,180,188,198,210,226,250,274,202
"2020-03-13",101,115,133,145,156,166,175,184,193,201,209,218,227,237,247,259,273,289,312,346,376,128
"2020-03-14",141,158,183,200,215,228,240,252,263,273.55,286,298,310,323,339,354,371,394,424,469,510,259
"2020-03-15",198,222,255,278,297,315,332,348,364,380,396,412,428,446,467,489,514,544,583,650,703,477
"2020-03-16",269,305,351,382,409,434,456,479,500,522,543,566,589,614,642,673,706,750,803.1,885,964,1086
"2020-03-17",368,414,476.9,520,560,593.75,624,655,684,713,743,774,805,840,875,917,963,1023,1096,1210,1330,1972
"2020-03-18",507,574,660,721,769,817,863,906,948,987,1026,1069,1112,1159,1211,1264,1329,1405,1504,1666.05,1804.025,3003
"2020-03-19",704,791.95,906,992,1067,1132,1193,1247.65,1301,1359,1413,1472,1531,1593,1664,1742,1835,1943,2079,2309,2527,3325
"2020-03-20",958.975,1089.95,1248,1366,1464,1548,1625,1702,1780,1855,1934,2011,2099,2192,2290,2398,2520,2667,2877.1,3179.05,3467,5048
"2020-03-21",1328,1500.95,1708,1872,2004,2123,2234,2335,2442,2544,2648,2757,2872,2991,3124,3272,3444.2,3647.15,3932.1,4373,4761.025,6088
"2020-03-22",1833,2056,2343,2553,2740.8,2905.75,3063,3221,3357,3506,3648,3802,3960,4121,4306,4513,4745.2,5033,5411.1,5997,6558.05,5124
