"","2.5 percentile","5 percentile","10 percentile","15 percentile","20 percentile","25 percentile","30 percentile","35 percentile","40 percentile","45 percentile","50 percentile","55 percentile","60 percentile","65 percentile","70 percentile","75 percentile","80 percentile","85 percentile","90 percentile","95 percentile","97.5 percentile","ConfirmedCases"
"2020-01-21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-01-22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-01-23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2020-01-24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2020-01-25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-01-26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-01-27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-01-28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-01-29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-01-30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-01-31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-02-01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-02-02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-02-03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-02-04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-02-05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2020-02-06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2020-02-07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2020-02-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2020-02-09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"2020-02-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"2020-02-11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"2020-02-12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"2020-02-13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
"2020-02-14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
"2020-02-15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"2020-02-16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"2020-02-17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0
"2020-02-18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0
"2020-02-19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,0
"2020-02-20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,0
"2020-02-21",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,0
"2020-02-22",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,3,0
"2020-02-23",0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,3,0
"2020-02-24",0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,3,3,0
"2020-02-25",0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,3,3,4,0
"2020-02-26",0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,3,4,4,0
"2020-02-27",0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,3,3,4,5,0
"2020-02-28",0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,3,3,3,4,5,6,0
"2020-02-29",0,0,0,0,1,1,1,1,1,2,2,2,2,2,3,3,3,4,4,5,6,0
"2020-03-01",0,0,0,1,1,1,1,1,2,2,2,2,3,3,3,4,4,4,5,6,7,2
"2020-03-02",0,0,1,1,1,1,2,2,2,2,3,3,3,4,4,4,5,5,6,7,8,6
"2020-03-03",0,0,1,1,1,2,2,2,3,3,3,3,4,4,5,5,5,6,7,8,10,4
"2020-03-04",0,0,1,1,2,2,2,3,3,3,4,4,5,5,5,6,6,7,8,10,11,2
"2020-03-05",0,1,1,2,2,3,3,3,4,4,5,5,5,6,6,7,8,8,10,11,13,1
"2020-03-06",1,1,2,2,3,3,4,4,5,5,6,6,6,7,8,8,9,10,11,13,15,0
"2020-03-07",1,1,2,3,4,4,5,5,6,6,7,7,8,8,9,10,11,12,13,15,18,7
"2020-03-08",1,2,3,4,4,5,6,6,7,7,8,9,9,10,11,12,13,14,15,18,21,1
"2020-03-09",2,3,4,5,5,6,7,7,8,9,9,10,11,12,13,14,15,16,18,22,25,9
"2020-03-10",2,3,5,6,7,7,8,9,10,11,11,12,13,14,15,16,18,19,22,25,29,4
"2020-03-11",3,4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,21,23,26,30,34,15
"2020-03-12",4,5,7,9,10,11,12,13,14,15,16,18,19,20,22,23,25,28,31,36,41,14
"2020-03-13",5,7,9,10,12,13,15,16,17,18,20,21,22,24,26,28,30,33,36,42,48,19
"2020-03-14",6,8,11,13,14,16,17,19,20,22,23,25,27,28,31,33,36,39,43,50,56,30
"2020-03-15",8,10,13,15,17,19,21,23,25,26,28,30,32,34,36,39,42,46,51,59,67,57
"2020-03-16",9,12,16,18,21,23,25,27,29,31,33,36,38,41,43,47,50,55,61,70,80,59
"2020-03-17",12,15,19,22,25,28,30,33,35,38,40,43,45,49,52,56,60,65.1499999999996,73,84,95,52
"2020-03-18",14,18,23,27,30,33,37,39,42,45,48,51,55,58,62,66,71,78,86,99,111,73
"2020-03-19",18,22,28,33,36,40,44,47,50,54,58,61,65,70,74,79,85,93,103,120,137,72
"2020-03-20",21,26,33,39,44,48,52,57,61,65,69,74,78,83,89,95,102,112,124,144,162,87
"2020-03-21",24,31,40,46,52,57,63,67,72,77,82,88,93,99,106,114,122,133,147,172,193,145
"2020-03-22",30,38,48,56,63,69,75,81,87,93,99,105,112,120,127,136,147,160,178,205,231,153
"2020-03-23",36,45,57.9000000000001,67,75,82,90,96.6499999999996,104,111,118,125,133,142,152,162,175,190,211,245,273,172
"2020-03-24",44,54,69,80,90,99,108,115,123,132,140,149,159,169,180,193,208,226,250,292,327,486
