"","2.5 percentile","5 percentile","10 percentile","15 percentile","20 percentile","25 percentile","30 percentile","35 percentile","40 percentile","45 percentile","50 percentile","55 percentile","60 percentile","65 percentile","70 percentile","75 percentile","80 percentile","85 percentile","90 percentile","95 percentile","97.5 percentile","ConfirmedCases"
"2020-01-21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-01-22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-01-23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-01-24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-01-25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-01-26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-01-27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-01-28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-01-29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-01-30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2020-01-31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-02-01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-02-02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-02-03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-02-04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2020-02-05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2020-02-06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2020-02-07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2020-02-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"2020-02-09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"2020-02-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"2020-02-11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"2020-02-12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
"2020-02-13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
"2020-02-14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
"2020-02-15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"2020-02-16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0
"2020-02-17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0
"2020-02-18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,0
"2020-02-19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,0
"2020-02-20",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,0
"2020-02-21",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,3,0
"2020-02-22",0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,3,3,0
"2020-02-23",0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,3,4,0
"2020-02-24",0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,3,3,4,0
"2020-02-25",0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,3,3,4,5,0
"2020-02-26",0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,3,3,3,4,5,0
"2020-02-27",0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,3,3,3,4,5,6,0
"2020-02-28",0,0,0,0,0,1,1,1,1,1,2,2,2,2,3,3,4,4,5,6,7,0
"2020-02-29",0,0,0,0,1,1,1,1,1.60000000000036,2,2,2,3,3,3,4,4,5,6,7,8,1
"2020-03-01",0,0,0,1,1,1,1,2,2,2,2,3,3,4,4,4,5,6,7,8,10,0
"2020-03-02",0,0,0,1,1,1,2,2,2,3,3,3,4,4,5,5,6,7,8,9,11,0
"2020-03-03",0,0,1,1,1,2,2,2,3,3,4,4,4,5,5,6,7,8,9,11,13,1
"2020-03-04",0,0,1,1,2,2,3,3,4,4,4,5,5,6,7,7,8,9,11,13,15,5
"2020-03-05",0,1,1,2,2,3,3,4,4,5,5,6,6,7,8,9,10,11,13,15,18,5
"2020-03-06",0,1,2,2,3,3,4,4,5,6,6,7,8,8,9,10,11.2000000000007,13,15,18,21,14
"2020-03-07",1,1,2,3,4,4,5,6,6,7,8,9,9,10,11,13,14,16,18,22,26,9
"2020-03-08",1,2,3,4,4,5,6,7,8,8,9,10,11,12,14,15,17,19,22,26,31,50
"2020-03-09",1,2,3,4,5,6,7,8,9,10,11,12,13,15,16,18,19,22,25,31,36,0
"2020-03-10",1,2,4,5,6,8,9,10,11,12,13,15,16,17,19,21,23,26,30,37,43,14
"2020-03-11",2,3,5,7,8,9,11,12,13,15,16,18,19,21,23,25,28,31,36,43,50,16
"2020-03-12",3,4,6,8,10,11,13,14,16,18,19,21,23,25,28,30,33,38,43,52.0499999999993,61,13
"2020-03-13",3,5,8,10,12,13,15,17,19,21,23,25,28,31,33,37,41,46,52,63,74,26
"2020-03-14",4,6,9,12,14,16,19,21,23,26,28,31,33,36,40,44,49,54,62,75,88,28
"2020-03-15",5,8,11,14,17,20,23,25,28,31,34,37,40,44,48,52,58,65,74,90,106,18
"2020-03-16",7,10,14,17,21,24,27,30,34,37,40,44,48,52,57,63,69,77,89,108,127,31
"2020-03-17",8,11,17,21,25,29,33,37,41,45,49,53,58,63,69,75,83,93,107,129,149,53
"2020-03-18",10,14,20,25,30,34,39,44,48,53,57,63,69,75,82,89,99,111,127,154,179,70
"2020-03-19",12,17,24,30,37,42,48,53,59,64,70,77,84,91,100,109,121,135,154,186,214.024999999998,86
"2020-03-20",15,21,30,37,44,51,57,64,71,78,85,92,101,110,120,131,144,161,185,222,258,75
"2020-03-21",17,25,35,44,52,60,68,76,83,92,100,109,119,130,141,156,171,191,218.1,265,313,99
"2020-03-22",22,31,44,54,64,74,83,93,102,111,122,132,144,157,172,188,206,231,265,318,376,281
"2020-03-23",25,37,53,65,77,88,100,111,122,133,145,158,171,187,203,224,249,277,317,381,438,455
"2020-03-24",30,43,62,78,92,106,121,134,148,163,178,193,210,227,248,273,300,333,380,458,535.024999999998,386
