"","2.5 percentile","5 percentile","10 percentile","15 percentile","20 percentile","25 percentile","30 percentile","35 percentile","40 percentile","45 percentile","50 percentile","55 percentile","60 percentile","65 percentile","70 percentile","75 percentile","80 percentile","85 percentile","90 percentile","95 percentile","97.5 percentile","ConfirmedCases"
"2020-01-21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-01-22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-01-23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-01-24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-01-25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-01-26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-01-27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-01-28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-01-29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-01-30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-01-31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-02-01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-02-02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-02-03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-02-04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2020-02-05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2020-02-06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2020-02-07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2020-02-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2020-02-09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"2020-02-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"2020-02-11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"2020-02-12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"2020-02-13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
"2020-02-14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
"2020-02-15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"2020-02-16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"2020-02-17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"2020-02-18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0
"2020-02-19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,0
"2020-02-20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,0
"2020-02-21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,0
"2020-02-22",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,0
"2020-02-23",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,3,0
"2020-02-24",0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,3,0
"2020-02-25",0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,3,3,0
"2020-02-26",0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,3,4,0
"2020-02-27",0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,3,3,4,0
"2020-02-28",0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,3,3,4,4,0
"2020-02-29",0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,3,3,3,4,5,0
"2020-03-01",0,0,0,0,1,1,1,1,1,2,2,2,2,2,3,3,3,3,4,5,6,0
"2020-03-02",0,0,0,1,1,1,1,1,2,2,2,2,2,3,3,3,4,4,5,5,6,0
"2020-03-03",0,0,1,1,1,1,2,2,2,2,2,3,3,3,3,4,4,5,5,6,7,3
"2020-03-04",0,0,1,1,1,2,2,2,2,3,3,3,3,4,4,4,5,5,6,7,8,0
"2020-03-05",0,1,1,1,2,2,2,3,3,3,3,4,4,4,5,5,6,6,7,8,9,2
"2020-03-06",1,1,1,2,2,3,3,3,4,4,4,4,5,5,6,6,6,7,8,9,10,2
"2020-03-07",1,1,2,2,3,3,4,4,4,5,5,5,6,6,7,7,8,8,9,10,12,6
"2020-03-08",1,2,2,3,4,4,4,5,5,5,6,6,7,7,8,8,9,10,10,12,13,5
"2020-03-09",2,2,3,4,4,5,5,6,6,7,7,7,8,8,9,9,10,11,12,14,15,11
"2020-03-10",2,3,4,5,5,6,6,7,7,8,8,9,9,10,10,11,12,13,14,16,18,2
"2020-03-11",3,4,5,6,6,7,8,8,9,9,10,10,11,11,12,13,14,15,16,19,21,10
"2020-03-12",4,5,6,7,8,8,9,10,10,11,12,12,13,14,14,15,16,17,19,21,23,21
"2020-03-13",5,6,7,8,9,10,11,12,12,13,14,15,15,16,17,18,19,20,22,25,28,5
"2020-03-14",6,7,9,10,11,12,13,14,15,15,16,17,18,19,20,21,22,24,26,29,32,13
"2020-03-15",7,9,11,12,13,15,15,16,17,18,19,20,21,22,23,24,26,28,30,34,37,30
"2020-03-16",9,11,13,15,16,17,19,20,21,22,23,24,25,26,28,29,31,33,35,40,43,23
"2020-03-17",11,13,16,18,19,21,22,23,24,26,27,28,29,31,32,34,36,39,41,46,51,23
"2020-03-18",14,16,19,21,23,25,26,27,29,30,32,33,35,36,38,40,42,45,49,54,59,63
"2020-03-19",17,19,23,25,27,29,31,33,34,36,38,39,41,43,45,47,50,53,57,64,69,50
"2020-03-20",20,23,27,30,33,35,37,39,41,43,45,46,48,51,53,56,59,62,67,75,81.0249999999978,67
"2020-03-21",24,28,33,36,39,41,44,46,48,51,53,55,58,60,63,66,69,73,79,88,96,60
"2020-03-22",29,33,39,42,46,49,52,54,57,59,62,65,67,70,74,77,82,87,93,104,113,67
"2020-03-23",35,40,46,51,54,58,61,65,68,71,74,77,80,83,87,91,96,102,110,122,132,141
"2020-03-24",41,47,54,59,64,68,72,76,79,83,87,90,94,98,103,107,113,120,129,143,156,241
